Year,Section Notation,Industry Section Name,Fuel,Value,Marker
1994,O,Public administration and defence; compulsory social security,Carbon based fuels,4.13,
1995,O,Public administration and defence; compulsory social security,Carbon based fuels,4.241,
1996,O,Public administration and defence; compulsory social security,Carbon based fuels,4.149,
1997,O,Public administration and defence; compulsory social security,Carbon based fuels,4.005,
1998,O,Public administration and defence; compulsory social security,Carbon based fuels,3.862,
1999,O,Public administration and defence; compulsory social security,Carbon based fuels,3.911,
2000,O,Public administration and defence; compulsory social security,Carbon based fuels,3.863,
2001,O,Public administration and defence; compulsory social security,Carbon based fuels,3.82,
2002,O,Public administration and defence; compulsory social security,Carbon based fuels,3.754,
2003,O,Public administration and defence; compulsory social security,Carbon based fuels,3.758,
2004,O,Public administration and defence; compulsory social security,Carbon based fuels,3.845,
2005,O,Public administration and defence; compulsory social security,Carbon based fuels,3.342,
2006,O,Public administration and defence; compulsory social security,Carbon based fuels,3.275,
2007,O,Public administration and defence; compulsory social security,Carbon based fuels,3.209,
2008,O,Public administration and defence; compulsory social security,Carbon based fuels,2.94,
2009,O,Public administration and defence; compulsory social security,Carbon based fuels,2.624,
2010,O,Public administration and defence; compulsory social security,Carbon based fuels,2.628,
2011,O,Public administration and defence; compulsory social security,Carbon based fuels,2.384,
2012,O,Public administration and defence; compulsory social security,Carbon based fuels,2.378,
2013,O,Public administration and defence; compulsory social security,Carbon based fuels,2.151,
2014,O,Public administration and defence; compulsory social security,Carbon based fuels,1.907,
2015,O,Public administration and defence; compulsory social security,Carbon based fuels,1.795,
2016,O,Public administration and defence; compulsory social security,Carbon based fuels,1.757,
2017,O,Public administration and defence; compulsory social security,Carbon based fuels,1.729,
2018,O,Public administration and defence; compulsory social security,Carbon based fuels,1.76,
2019,O,Public administration and defence; compulsory social security,Carbon based fuels,1.708,
2020,O,Public administration and defence; compulsory social security,Carbon based fuels,1.424,
2021,O,Public administration and defence; compulsory social security,Carbon based fuels,1.642,
1990,P,Education,Carbon based fuels,2.387,
1991,P,Education,Carbon based fuels,2.557,
1992,P,Education,Carbon based fuels,2.656,
1993,P,Education,Carbon based fuels,2.264,
1994,P,Education,Carbon based fuels,2.112,
1995,P,Education,Carbon based fuels,2.066,
1996,P,Education,Carbon based fuels,2.508,
1997,P,Education,Carbon based fuels,2.769,
1998,P,Education,Carbon based fuels,2.523,
1999,P,Education,Carbon based fuels,2.367,
2000,P,Education,Carbon based fuels,2.24,
2001,P,Education,Carbon based fuels,2.061,
2002,P,Education,Carbon based fuels,1.795,
2003,P,Education,Carbon based fuels,1.728,
2004,P,Education,Carbon based fuels,1.7,
2005,P,Education,Carbon based fuels,1.708,
2006,P,Education,Carbon based fuels,1.777,
2007,P,Education,Carbon based fuels,1.61,
2008,P,Education,Carbon based fuels,1.481,
2009,P,Education,Carbon based fuels,1.37,
2010,P,Education,Carbon based fuels,1.472,
2011,P,Education,Carbon based fuels,1.186,
2012,P,Education,Carbon based fuels,1.323,
2013,P,Education,Carbon based fuels,1.281,
2014,P,Education,Carbon based fuels,1.096,
2015,P,Education,Carbon based fuels,1.209,
2016,P,Education,Carbon based fuels,1.189,
2017,P,Education,Carbon based fuels,1.224,
2018,P,Education,Carbon based fuels,1.163,
2019,P,Education,Carbon based fuels,1.05,
2020,P,Education,Carbon based fuels,0.868,
2021,P,Education,Carbon based fuels,0.992,
1990,Q,Human health and social work activities,Carbon based fuels,2.158,
1991,Q,Human health and social work activities,Carbon based fuels,2.31,
1992,Q,Human health and social work activities,Carbon based fuels,2.469,
1993,Q,Human health and social work activities,Carbon based fuels,2.323,
1994,Q,Human health and social work activities,Carbon based fuels,2.389,
1995,Q,Human health and social work activities,Carbon based fuels,2.428,
1996,Q,Human health and social work activities,Carbon based fuels,2.652,
1997,Q,Human health and social work activities,Carbon based fuels,2.311,
1998,Q,Human health and social work activities,Carbon based fuels,2.315,
1999,Q,Human health and social work activities,Carbon based fuels,2.171,
2000,Q,Human health and social work activities,Carbon based fuels,1.953,
2001,Q,Human health and social work activities,Carbon based fuels,2.095,
2002,Q,Human health and social work activities,Carbon based fuels,1.667,
2003,Q,Human health and social work activities,Carbon based fuels,1.446,
2004,Q,Human health and social work activities,Carbon based fuels,1.739,
2005,Q,Human health and social work activities,Carbon based fuels,2.179,
2006,Q,Human health and social work activities,Carbon based fuels,1.771,
2007,Q,Human health and social work activities,Carbon based fuels,1.761,
2008,Q,Human health and social work activities,Carbon based fuels,1.955,
2009,Q,Human health and social work activities,Carbon based fuels,1.908,
2010,Q,Human health and social work activities,Carbon based fuels,2.049,
2011,Q,Human health and social work activities,Carbon based fuels,1.807,
2012,Q,Human health and social work activities,Carbon based fuels,2.078,
2013,Q,Human health and social work activities,Carbon based fuels,2.301,
2014,Q,Human health and social work activities,Carbon based fuels,2.007,
2015,Q,Human health and social work activities,Carbon based fuels,2.045,
2016,Q,Human health and social work activities,Carbon based fuels,2.139,
2017,Q,Human health and social work activities,Carbon based fuels,2.038,
2018,Q,Human health and social work activities,Carbon based fuels,2.1,
2019,Q,Human health and social work activities,Carbon based fuels,2.005,
2020,Q,Human health and social work activities,Carbon based fuels,2.01,
2021,Q,Human health and social work activities,Carbon based fuels,2.256,
1990,R,"Arts, entertainment and recreation",Carbon based fuels,0.639,
1991,R,"Arts, entertainment and recreation",Carbon based fuels,0.688,
1992,R,"Arts, entertainment and recreation",Carbon based fuels,0.628,
1993,R,"Arts, entertainment and recreation",Carbon based fuels,0.659,
1994,R,"Arts, entertainment and recreation",Carbon based fuels,0.641,
1995,R,"Arts, entertainment and recreation",Carbon based fuels,0.648,
1996,R,"Arts, entertainment and recreation",Carbon based fuels,0.674,
1997,R,"Arts, entertainment and recreation",Carbon based fuels,0.608,
1998,R,"Arts, entertainment and recreation",Carbon based fuels,0.589,
1999,R,"Arts, entertainment and recreation",Carbon based fuels,0.574,
2000,R,"Arts, entertainment and recreation",Carbon based fuels,0.572,
2001,R,"Arts, entertainment and recreation",Carbon based fuels,0.592,
2002,R,"Arts, entertainment and recreation",Carbon based fuels,0.517,
2003,R,"Arts, entertainment and recreation",Carbon based fuels,0.534,
2004,R,"Arts, entertainment and recreation",Carbon based fuels,0.519,
2005,R,"Arts, entertainment and recreation",Carbon based fuels,0.517,
2006,R,"Arts, entertainment and recreation",Carbon based fuels,0.444,
2007,R,"Arts, entertainment and recreation",Carbon based fuels,0.414,
2008,R,"Arts, entertainment and recreation",Carbon based fuels,0.469,
2009,R,"Arts, entertainment and recreation",Carbon based fuels,0.385,
2010,R,"Arts, entertainment and recreation",Carbon based fuels,0.39,
2011,R,"Arts, entertainment and recreation",Carbon based fuels,0.347,
2012,R,"Arts, entertainment and recreation",Carbon based fuels,0.374,
2013,R,"Arts, entertainment and recreation",Carbon based fuels,0.372,
2014,R,"Arts, entertainment and recreation",Carbon based fuels,0.333,
2015,R,"Arts, entertainment and recreation",Carbon based fuels,0.351,
2016,R,"Arts, entertainment and recreation",Carbon based fuels,0.361,
2017,R,"Arts, entertainment and recreation",Carbon based fuels,0.356,
2018,R,"Arts, entertainment and recreation",Carbon based fuels,0.351,
2019,R,"Arts, entertainment and recreation",Carbon based fuels,0.35,
2020,R,"Arts, entertainment and recreation",Carbon based fuels,0.304,
2021,R,"Arts, entertainment and recreation",Carbon based fuels,0.336,
1990,S,Other service activities,Carbon based fuels,0.454,
1991,S,Other service activities,Carbon based fuels,0.498,
1992,S,Other service activities,Carbon based fuels,0.473,
1993,S,Other service activities,Carbon based fuels,0.498,
1994,S,Other service activities,Carbon based fuels,0.495,
1995,S,Other service activities,Carbon based fuels,0.509,
1996,S,Other service activities,Carbon based fuels,0.534,
1997,S,Other service activities,Carbon based fuels,0.487,
1998,S,Other service activities,Carbon based fuels,0.491,
1999,S,Other service activities,Carbon based fuels,0.501,
2000,S,Other service activities,Carbon based fuels,0.509,
2001,S,Other service activities,Carbon based fuels,0.502,
2002,S,Other service activities,Carbon based fuels,0.446,
2003,S,Other service activities,Carbon based fuels,0.466,
2004,S,Other service activities,Carbon based fuels,0.451,
2005,S,Other service activities,Carbon based fuels,0.453,
2006,S,Other service activities,Carbon based fuels,0.432,
2007,S,Other service activities,Carbon based fuels,0.398,
2008,S,Other service activities,Carbon based fuels,0.472,
2009,S,Other service activities,Carbon based fuels,0.393,
2010,S,Other service activities,Carbon based fuels,0.4,
2011,S,Other service activities,Carbon based fuels,0.362,
2012,S,Other service activities,Carbon based fuels,0.395,
2013,S,Other service activities,Carbon based fuels,0.398,
2014,S,Other service activities,Carbon based fuels,0.359,
2015,S,Other service activities,Carbon based fuels,0.388,
2016,S,Other service activities,Carbon based fuels,0.399,
2017,S,Other service activities,Carbon based fuels,0.393,
2018,S,Other service activities,Carbon based fuels,0.387,
2019,S,Other service activities,Carbon based fuels,0.385,
2020,S,Other service activities,Carbon based fuels,0.339,
2021,S,Other service activities,Carbon based fuels,0.368,
1990,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.026,
1991,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.025,
1992,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.026,
1993,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.026,
1994,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.028,
1995,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.028,
1996,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.028,
1997,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.028,
1998,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.027,
1999,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.027,
2000,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.033,
2001,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.03,
2002,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.024,
2003,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.02,
2004,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.022,
2005,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.024,
2006,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.022,
2007,T,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Carbon based fuels,0.018,
